id,beneficiary-name,date,direction,amount,description,currency,mcc,kind
45763,Glovo,2/12/2021,d,19.2,Food delivery,USD,5811,pmt
45764,Swimming pool Activa,2/12/2021,d,15.2,Table tennis 2 hrs,USD,5655,pmt
45765,Book depository,2/13/2021,d,15.8,Book,USD,,pmt
45766,Swimming school,2/13/2021,d,20.4,Membership,USD,,pmt
45767,Generali ado,2/14/2021,d,789.4,Kasko insurance,USD,6381,pmt
45768,National Geographic,2/14/2021,d,4.5,National Geographic,USD,5192,pmt
45769,Generali,2/14/2021,d,45.5,Extended health insurance,USD,,pmt
45770,Pet hotel Happy Dog,2/14/2021,d,100.5,Monthly stay,USD,5995,pmt
45771,Glovo,2/16/2021,d,23,Food delivery,USD,5811,pmt
45772,Glovo,2/16/2021,d,26.2,Food delivery,USD,5811,pmt
45773,Red Cross,2/16/2021,d,52.1,Charity,USD,,pmt
45774,Book depository,2/17/2021,d,14.7,Amazon Kindle subscription,USD,,pmt
45775,Glovo,2/17/2021,d,17.1,Food delivery,USD,5811,pmt
45776,Wolt,2/18/2021,d,28.5,Food delivery,USD,5811,pmt
45777,Wolt,2/18/2021,d,43.6,Food delivery,USD,5811,pmt
45778,Amazon,2/18/2021,d,20.6,Science fiction,USD,5192,pmt
45779,A1 Telecom,2/20/2021,d,29.3,Internet bill,USD,,pmt
45780,Lidl,2/20/2021,d,37.3,Supermaket shopping,USD,5499,pmt
45781,Delhaize,2/20/2021,d,31.6,Supermaket shopping,USD,5499,pmt
45782,Glovo,2/20/2021,d,46.7,Food delivery,USD,5811,pmt
45783,Medilife,2/20/2021,d,42.8,General Practitioner,USD,8011,pmt
45784,R-Pharm,2/20/2021,d,37.3,Medicine,USD,5912,pmt
45785,Claire Stevens,2/20/2021,c,300.8,Monthly rent,USD,,dep
45786,Orange,2/21/2021,d,5,Phone bill,USD,,pmt
45787,Wolt,2/21/2021,d,49.9,Food delivery,USD,5811,pmt
45788,Generali,2/21/2021,d,45.9,Extended health insurance,USD,,pmt
45789,Claire Stevens,2/21/2021,c,301,Monthly rent,USD,,dep
45790,,2/22/2021,d,261.3,ATM withdrawal,USD,,wdw
45791,Electro distribution,2/22/2021,d,77.9,Utilities payment,USD,,pmt
45792,Bank of America,2/22/2021,d,4.7,Revolut Silver subscription,USD,,fee
45793,Office365,2/22/2021,d,10.6,Games,USD,5045,pmt
45794,City parkings,2/23/2021,d,2,Parking fee,USD,7523,pmt
45795,Bank of America,2/23/2021,d,3.2,Online banking fee,USD,,fee
45796,Delhaize,2/23/2021,d,30.4,Supermaket shopping,USD,5499,pmt
45797,Wolt,2/23/2021,d,24.5,Food delivery,USD,5811,pmt
45798,Wolt,2/23/2021,d,34.7,Food delivery,USD,5811,pmt
45799,Gerber Products Company,2/23/2021,d,78,Baby wardrobe,USD,,pmt
45800,UniCredit Leasing,2/24/2021,d,450,Financial leasing,USD,7394,pmt
45801,Raiffeisen Leasing,2/24/2021,d,450,Financial leasing,USD,7394,pmt
45802,Revolut,2/24/2021,d,4.3,ATM withdrawal fee,USD,,fee
45803,Wolt,2/24/2021,d,24.8,Food delivery,USD,5811,pmt
45804,Glovo,2/24/2021,d,27.6,Food delivery,USD,5811,pmt
45805,Glovo,2/24/2021,d,19.4,Food delivery,USD,5811,pmt
45806,Lidl,2/24/2021,d,89.5,Supermaket shopping,USD,5200,pmt
45807,Karate club,2/24/2021,d,24.9,Club membership,USD,,pmt
45808,Revolut,2/25/2021,d,5.5,ATM withdrawal fee,USD,,fee
45809,Glovo,2/25/2021,d,26.7,Food delivery,USD,5811,pmt
45810,Save our kids,2/25/2021,d,43,Charity,USD,,pmt
45811,Fit and Fun,2/25/2021,d,21.4,Gym membership,USD,,pmt
45812,Comcast,2/26/2021,d,20,Television bill,USD,,pmt
45813,Hulu,2/26/2021,d,10.7,Hulu subscription,USD,,pmt
45814,Swimming pool Activa,2/26/2021,d,10.4,Daily pool ticket,USD,5655,pmt
45815,Jill,2/26/2021,d,39.9,Allowance,USD,,pmt
45816,Swimming school,2/26/2021,d,24,Club membership,USD,,pmt
45817,Glovo,2/27/2021,d,44.4,Food delivery,USD,5811,pmt
45818,Glovo,2/27/2021,d,32.4,Food delivery,USD,5811,pmt
45819,Glovo,2/27/2021,d,43.9,Food delivery,USD,5811,pmt
45820,Serenity Wellnes,2/27/2021,d,25.4,Spa treatment,USD,8050,pmt
45821,Adobe,2/27/2021,d,16.7,Games,USD,5045,pmt
45822,City parkings,2/28/2021,d,1.4,Parking fee,USD,7523,pmt
45823,Bank of America,2/28/2021,d,6.6,Online banking fee,USD,,fee
45824,Lidl,2/28/2021,d,32.6,Supermaket shopping,USD,5499,pmt
45825,Glovo,2/28/2021,d,29,Food delivery,USD,5811,pmt
45826,Home cleaning service,2/28/2021,d,47.8,Cleaning,USD,,pmt
45827,Faculty of contemporary arts,3/1/2021,d,196.7,Tuition,USD,8299,pmt
45828,Amazon,3/1/2021,d,8,Amazon Kindle subscription,USD,,pmt
45829,National Geographic,3/1/2021,d,4.2,New York Times,USD,5192,pmt
45830,Glovo,3/1/2021,d,34.8,Food delivery,USD,5811,pmt
45831,Glovo,3/1/2021,d,30.1,Food delivery,USD,5811,pmt
45832,Wolt,3/1/2021,d,36.6,Food delivery,USD,5811,pmt
45833,Pet salon Rex,3/1/2021,d,10,Grooming,USD,,pmt
45834,MetLife,3/2/2021,d,200.5,Life insurance premium,USD,6300,pmt
45835,Josh,3/2/2021,d,42.2,Allowance,USD,,pmt
45836,Sixt GmbH,3/2/2021,d,11.4,Car rent,USD,7519,pmt
45837,Heating,3/3/2021,d,95.9,Utilities payment,USD,,pmt
45838,Bank of America,3/3/2021,d,5.4,Revolut Silver subscription,USD,,fee
45839,Lily,3/3/2021,d,38.9,Medicine,USD,5912,pmt
45840,Swimming pool Activa,3/3/2021,d,15.6,Table tennis 2 hrs,USD,5655,pmt
45841,Home cleaning service,3/3/2021,d,50.4,Cleaning,USD,,pmt
45842,MasterCard,3/3/2021,d,57.4,Pay with Visa,USD,,pmt
45843,Glovo,3/4/2021,d,45.5,Food delivery,USD,5811,pmt
45844,Fit and Fun,3/4/2021,d,27.1,Personal trainer,USD,,pmt
45845,Asseco,3/4/2021,c,"2,376.50",Salary,USD,,sal
45846,Earnest,3/4/2021,d,11.5,Charge pay,USD,,fee
45847,Adobe,3/4/2021,d,11,TV,USD,5045,pmt
45848,Glovo,3/5/2021,d,42.9,Food delivery,USD,5811,pmt
45849,Glovo,3/5/2021,d,22,Food delivery,USD,5811,pmt
45850,Lidl,3/5/2021,d,93.7,Supermaket shopping,USD,5200,pmt
45851,Electro distribution,3/6/2021,d,45.8,Utilities payment,USD,,pmt
45852,Apple,3/6/2021,d,15.9,Spotify premium subscription,USD,5733,pmt
45853,Wolt,3/6/2021,d,40.6,Food delivery,USD,5811,pmt
45854,Glovo,3/6/2021,d,36.8,Food delivery,USD,5811,pmt
45855,Hertz,3/6/2021,d,14.5,Taxi,USD,7519,pmt
45856,A1 Telecom,3/7/2021,d,5.5,Phone bill,USD,,pmt
45857,A1 Telecom,3/7/2021,d,34,Internet bill,USD,,pmt
45858,Delhaize,3/7/2021,d,37.7,Supermaket shopping,USD,5499,pmt
45859,Glovo,3/7/2021,d,39.3,Food delivery,USD,5811,pmt
45860,Pet shop,3/7/2021,d,23.8,Shopping,USD,5995,pmt
45861,Spotify,3/8/2021,d,15.6,Apple music subscription,USD,5733,pmt
45862,Wolt,3/8/2021,d,37.5,Food delivery,USD,5811,pmt
45863,Earnest,3/8/2021,d,6.7,Charge pay,USD,,fee
45864,A1 Telecom,3/9/2021,d,20.5,Mobile phone bill,USD,,pmt
45865,Electro distribution,3/9/2021,d,66.1,Utilities payment,USD,,pmt
45866,Delhaize,3/9/2021,d,37.9,Supermaket shopping,USD,5499,pmt
45867,Pet salon Rex,3/9/2021,d,10.5,Grooming,USD,,pmt
45868,Bank of America,3/10/2021,d,5.7,ATM withdrawal fee,USD,,fee
45869,Wolt,3/10/2021,d,22.5,Food delivery,USD,5811,pmt
45870,PersonalLoans,3/10/2021,d,12.5,Charge pay,USD,,fee
45871,Protetcta,3/11/2021,d,29.4,Doctor's appointment,USD,8011,pmt
45872,Glovo,3/12/2021,d,22.8,Food delivery,USD,5811,pmt
45873,Lidl,3/13/2021,d,30.2,Supermaket shopping,USD,5499,pmt
45874,Lidl,3/13/2021,d,34.9,Supermaket shopping,USD,5499,pmt
45875,A1 Telecom,3/14/2021,d,18.6,Mobile phone bill,USD,,pmt
45876,Delhaize,3/14/2021,d,30.3,Supermaket shopping,USD,5499,pmt
45877,Glovo,3/14/2021,d,31.2,Food delivery,USD,5811,pmt
45878,Lending Club,3/14/2021,d,70.4,Loan Payment,USD,,pmt
45879,Wolt,3/15/2021,d,18.4,Food delivery,USD,5811,pmt
45880,Wolt,3/15/2021,d,19.9,Food delivery,USD,5811,pmt
45881,Asseco,3/15/2021,c,"2,457.20",Salary,USD,,sal
45882,City parkings,3/16/2021,d,2.7,Parking fee,USD,7523,pmt
45883,Heating,3/16/2021,d,34,Utilities payment,USD,,pmt
45884,Hulu,3/16/2021,d,9.5,Netflix subscription,USD,,pmt
45885,Lidl,3/16/2021,d,40,Supermaket shopping,USD,5499,pmt
45886,Glovo,3/16/2021,d,44,Food delivery,USD,5811,pmt
45887,Faculty of contemporary arts,3/17/2021,d,155.1,Tuition,USD,8299,pmt
45888,Adobe,3/17/2021,d,19.5,Games,USD,5045,pmt
45889,,3/18/2021,d,127.8,ATM withdrawal,USD,,wdw
45890,T-Mobile,3/18/2021,d,13.2,Mobile phone bill,USD,,pmt
45891,National Geographic,3/18/2021,d,5.5,New York Times,USD,5192,pmt
45892,Delhaize,3/18/2021,d,39.8,Supermaket shopping,USD,5499,pmt
45893,Raiffeisen Leasing,3/19/2021,d,451,Financial leasing,USD,7394,pmt
45894,MetLife,3/19/2021,d,200.8,Life insurance premium,USD,6300,pmt
45895,Lidl,3/19/2021,d,33.5,Supermaket shopping,USD,5499,pmt
45896,Glovo,3/19/2021,d,39.1,Food delivery,USD,5811,pmt
45897,Fit and Fun,3/19/2021,d,25.6,Gym membership,USD,,pmt
45898,R-Pharm,3/19/2021,d,39.8,Medicine,USD,5912,pmt
45899,Visa,3/19/2021,d,83.2,Pay with Mastercard,USD,,pmt
45900,Hertz,3/19/2021,d,15.6,Taxi,USD,7519,pmt
45901,Glovo,3/20/2021,d,29.3,Food delivery,USD,5811,pmt
45902,UniCredit Leasing,3/21/2021,d,450,Financial leasing,USD,7394,pmt
45903,A1 Telecom,3/21/2021,d,14.2,Mobile phone bill,USD,,pmt
45904,Bank of America,3/21/2021,d,4.8,Online banking fee,USD,,fee
45905,Glovo,3/21/2021,d,36.9,Food delivery,USD,5811,pmt
45906,Wolt,3/21/2021,d,47.2,Food delivery,USD,5811,pmt
45907,Serenity Wellnes,3/21/2021,d,20.6,Spa treatment,USD,8050,pmt
45908,New York Times,3/22/2021,d,3.7,National Geographic,USD,5192,pmt
45909,Delhaize,3/22/2021,d,34,Supermaket shopping,USD,5499,pmt
45910,Lidl,3/22/2021,d,31.6,Supermaket shopping,USD,5499,pmt
45911,Glovo,3/22/2021,d,21.8,Food delivery,USD,5811,pmt
45912,Pet store,3/22/2021,d,24.4,Shopping,USD,5995,pmt
45913,R-Pharm,3/23/2021,d,30.7,Medicine,USD,5912,pmt
45914,Serenity Wellnes,3/23/2021,d,20.9,Massage,USD,8050,pmt
45915,Orange,3/24/2021,d,21.9,Internet bill,USD,,pmt
45916,Glovo,3/24/2021,d,48.1,Food delivery,USD,5811,pmt
45917,Wolt,3/24/2021,d,38.8,Food delivery,USD,5811,pmt
45918,Generali,3/24/2021,d,45.6,Extended health insurance,USD,,pmt
45919,Hooters Air,3/24/2021,d,487.3,Ticket pay,USD,,pmt
45920,Revolut,3/25/2021,d,3.4,ATM withdrawal fee,USD,,fee
45921,Glovo,3/25/2021,d,40.1,Food delivery,USD,5811,pmt
45922,Amazon,3/26/2021,d,7.6,Book,USD,,pmt
45923,Wolt,3/26/2021,d,41.5,Food delivery,USD,5811,pmt
45924,Glovo,3/26/2021,d,17.3,Food delivery,USD,5811,pmt
45925,Ikea,3/26/2021,d,45.7,Appliances,USD,5712,pmt
45926,Jill,3/26/2021,d,36.2,Allowance,USD,,pmt
45927,A1 Telecom,3/27/2021,d,34.1,Internet bill,USD,,pmt
45928,Delhaize,3/27/2021,d,37.7,Supermaket shopping,USD,5499,pmt
45929,Wolt,3/27/2021,d,15.2,Food delivery,USD,5811,pmt
45930,Wolt,3/27/2021,d,39.4,Food delivery,USD,5811,pmt
45931,Jill,3/27/2021,d,50.1,Allowance,USD,,pmt
45932,Wolt,3/28/2021,d,36.3,Food delivery,USD,5811,pmt
45933,Glovo,3/28/2021,d,15.2,Food delivery,USD,5811,pmt
45934,Comcast,4/1/2021,d,11,Television bill,USD,,pmt
45935,Delhaize,4/1/2021,d,30.9,Supermaket shopping,USD,5499,pmt
45936,Lidl,4/1/2021,d,34.3,Supermaket shopping,USD,5499,pmt
45937,Glovo,4/1/2021,d,45.3,Food delivery,USD,5811,pmt
45938,Fit and Fun,4/1/2021,d,23.2,Personal trainer,USD,,pmt
45939,Home cleaning service,4/1/2021,d,50.4,Cleaning,USD,,pmt
45940,Home cleaning service,4/1/2021,d,45.8,Cleaning,USD,,pmt
45941,Lending Club,4/1/2021,d,42.4,Loan Payment,USD,,pmt
45942,Electro distribution,4/2/2021,d,90.7,Utilities payment,USD,,pmt
45943,Wolt,4/2/2021,d,26.6,Food delivery,USD,5811,pmt
45944,R-Pharm,4/2/2021,d,38.7,Medicine,USD,5912,pmt
45945,Home cleaning service,4/2/2021,d,47.4,Cleaning,USD,,pmt
45946,Blue moon spa,4/2/2021,d,22.3,Massage,USD,8050,pmt
45947,Travel house,4/2/2021,d,888.7,Vacation,USD,5962,pmt
45948,City parkings,4/3/2021,d,2.9,Parking fee,USD,7523,pmt
45949,Home cleaning service,4/3/2021,d,49.5,Cleaning,USD,,pmt
45950,Asseco,4/3/2021,c,"2,313.30",Salary,USD,,sal
45951,Serenity Wellnes,4/3/2021,d,23.5,Massage,USD,8050,pmt
45952,Wolt,4/4/2021,d,29,Food delivery,USD,5811,pmt
45953,Home cleaning service,4/4/2021,d,50.3,Cleaning,USD,,pmt
45954,Wells Fargo,4/4/2021,d,38.2,Loan Payment,USD,,pmt
45955,Office365,4/4/2021,d,16.7,TV,USD,5045,pmt
45956,Hulu,4/5/2021,d,9.5,Netflix subscription,USD,,pmt
45957,Glovo,4/5/2021,d,17.2,Food delivery,USD,5811,pmt
45958,Save our kids,4/5/2021,d,52,Charity,USD,,pmt
45959,Connexus,4/6/2021,d,400.6,Mortgage pay,USD,,pmt
45960,Barber shop,4/6/2021,d,24.6,Hair dye,USD,7230,pmt
45961,Apple,4/7/2021,d,15.7,Apple music subscription,USD,5733,pmt
45962,New York Times,4/7/2021,d,5.7,National Geographic,USD,5192,pmt
45963,Lidl,4/7/2021,d,30.4,Supermaket shopping,USD,5499,pmt
45964,Barber shop,4/7/2021,d,28.8,Hair dye,USD,7230,pmt
45965,Pet shop,4/7/2021,d,23.8,Shopping,USD,5995,pmt
45966,Faculty of contemporary arts,4/8/2021,d,181.6,Tuition,USD,8299,pmt
45967,New York Times,4/8/2021,d,6,National Geographic,USD,5192,pmt
45968,Delhaize,4/8/2021,d,30.7,Supermaket shopping,USD,5499,pmt
45969,Glovo,4/8/2021,d,15.9,Food delivery,USD,5811,pmt
45970,Lidl,4/8/2021,d,93.3,Supermaket shopping,USD,5200,pmt
45971,Hertz,4/8/2021,d,11.8,Taxi,USD,7519,pmt
45972,MetLife,4/10/2021,d,200.1,Life insurance premium,USD,6300,pmt
45973,Swimming pool Activa,4/10/2021,d,13.9,Daily pool ticket,USD,5655,pmt
45974,Residential Property,4/10/2021,d,172.4,Tax pay,USD,9311,pmt
45975,Amazon,4/11/2021,d,13.7,Book,USD,,pmt
45976,MetLife,4/11/2021,d,200.8,Life insurance premium,USD,6300,pmt
45977,Glovo,4/11/2021,d,24.2,Food delivery,USD,5811,pmt
45978,Home cleaning service,4/11/2021,d,48.3,Cleaning,USD,,pmt
45979,Delhaize,4/11/2021,d,82,Supermaket shopping,USD,5200,pmt
45980,,4/12/2021,d,155.3,ATM withdrawal,USD,,wdw
45981,Comcast,4/12/2021,d,16.6,Television bill,USD,,pmt
45982,Tele9,4/12/2021,d,10.6,Television bill,USD,,pmt
45983,Delhaize,4/12/2021,d,34.5,Supermaket shopping,USD,5499,pmt
45984,Delhaize,4/12/2021,d,37.5,Supermaket shopping,USD,5499,pmt
45985,Wolt,4/12/2021,d,43.6,Food delivery,USD,5811,pmt
45986,Generali,4/12/2021,d,45.7,Extended health insurance,USD,,pmt
45987,Lily,4/12/2021,d,38.7,Medicine,USD,5912,pmt
45988,Adobe,4/12/2021,d,18.6,Games,USD,5045,pmt
45989,MasterCard,4/12/2021,d,77.5,Pay with Visa,USD,,pmt
45990,A1 Telecom,4/13/2021,d,24.8,Internet bill,USD,,pmt
45991,Amazon,4/13/2021,d,12.9,Book,USD,,pmt
45992,Asseco,4/13/2021,c,"2,497.10",Salary,USD,,sal
45993,Faculty of contemporary arts,4/14/2021,d,199.3,Tuition,USD,8299,pmt
45994,National Geographic,4/14/2021,d,5.1,National Geographic,USD,5192,pmt
45995,Lidl,4/14/2021,d,39.1,Supermaket shopping,USD,5499,pmt
45996,Glovo,4/14/2021,d,49.5,Food delivery,USD,5811,pmt
45997,Wolt,4/14/2021,d,42.7,Food delivery,USD,5811,pmt
45998,Jill,4/14/2021,d,48.6,Allowance,USD,,pmt
45999,Gerber Products Company,4/14/2021,d,54.7,Baby wardrobe,USD,,pmt
46000,Revolut,4/15/2021,d,5.3,ATM withdrawal fee,USD,,fee
46001,Wolt,4/15/2021,d,33.8,Food delivery,USD,5811,pmt
46002,,4/16/2021,d,242,ATM withdrawal,USD,,wdw
46003,Table tenis club PingPong,4/16/2021,d,11.8,Table tennis 2 hrs,USD,5655,pmt
46004,Emmezeta,4/16/2021,d,52.9,Appliances,USD,5712,pmt
46005,Serenity Wellnes,4/16/2021,d,21.9,Massage,USD,8050,pmt
46006,Office365,4/16/2021,d,19.7,TV,USD,5045,pmt
46007,MasterCard,4/16/2021,d,96.2,Pay with Mastercard,USD,,pmt
46008,Hertz,4/16/2021,d,10.2,Car rent,USD,7519,pmt
46009,National Geographic,4/17/2021,d,4.4,National Geographic,USD,5192,pmt
46010,Revolut,4/17/2021,d,5.6,ATM withdrawal fee,USD,,fee
46011,Bank of America,4/17/2021,d,4.1,Revolut Silver subscription,USD,,fee
46012,MetLife,4/17/2021,d,201,Life insurance premium,USD,6300,pmt
46013,Glovo,4/17/2021,d,15.2,Food delivery,USD,5811,pmt
46014,Protetcta,4/17/2021,d,23.6,Doctor's appointment,USD,8011,pmt
46015,Office365,4/17/2021,d,19,TV,USD,5045,pmt
46016,Electro distribution,4/18/2021,d,54,Utilities payment,USD,,pmt
46017,Faculty of contemporary arts,4/18/2021,d,167.8,Tuition,USD,8299,pmt
46018,New York Times,4/18/2021,d,5.5,New York Times,USD,5192,pmt
46019,Wolt,4/18/2021,d,38.6,Food delivery,USD,5811,pmt
46020,Gift Voucher,4/18/2021,d,171.7,Birthday gifts,USD,5947,pmt
46021,Fit and Fun,4/18/2021,d,25.8,Gym membership,USD,,pmt
46022,Pet salon Rex,4/18/2021,d,10.2,Grooming,USD,,pmt
46023,Music school,4/19/2021,d,157.9,Tuition,USD,8299,pmt
46024,Glovo,4/19/2021,d,47.5,Food delivery,USD,5811,pmt
46025,Gift shop,4/19/2021,d,57.3,Birthday gifts,USD,5947,pmt
46026,Sixt GmbH,4/19/2021,d,11.6,Car rent,USD,7519,pmt
46027,A1 Telecom,4/20/2021,d,12.5,Mobile phone bill,USD,,pmt
46028,Delhaize,4/20/2021,d,37.7,Supermaket shopping,USD,5499,pmt
46029,Wolt,4/20/2021,d,32.6,Food delivery,USD,5811,pmt
46030,City parkings,4/21/2021,d,1.8,Parking fee,USD,7523,pmt
46031,Home cleaning service,4/21/2021,d,51,Cleaning,USD,,pmt
46032,Pet hotel Happy Dog,4/21/2021,d,100.6,Monthly stay,USD,5995,pmt
46033,Real Estate,4/21/2021,d,167.1,Tax pay,USD,9311,pmt
46034,Hulu,4/22/2021,d,5.4,Netflix subscription,USD,,pmt
46035,Glovo,4/22/2021,d,39,Food delivery,USD,5811,pmt
46036,,4/23/2021,d,162,ATM withdrawal,USD,,wdw
46037,Bank of America,4/23/2021,d,4.7,Revolut Silver subscription,USD,,fee
46038,Wolt,4/23/2021,d,21.8,Food delivery,USD,5811,pmt
46039,Glovo,4/23/2021,d,18.7,Food delivery,USD,5811,pmt
46040,Delhaize,4/23/2021,d,90.2,Supermaket shopping,USD,5200,pmt
46041,Karate club,4/23/2021,d,20.6,Club membership,USD,,pmt
46042,Serenity Wellnes,4/23/2021,d,24.9,Massage,USD,8050,pmt
46043,Comcast,4/24/2021,d,18.3,Television bill,USD,,pmt
46044,Book depository,4/24/2021,d,7.2,Amazon Kindle subscription,USD,,pmt
46045,Glovo,4/24/2021,d,16.1,Food delivery,USD,5811,pmt
46046,Glovo,4/24/2021,d,17.8,Food delivery,USD,5811,pmt
46047,Generali,4/24/2021,d,45.4,Extended health insurance,USD,,pmt
46048,Serenity Wellnes,4/24/2021,d,20.1,Massage,USD,8050,pmt
46049,Tele9,4/25/2021,d,10.5,Television bill,USD,,pmt
46050,Glovo,4/25/2021,d,17.5,Food delivery,USD,5811,pmt
46051,Home cleaning service,4/25/2021,d,48.5,Cleaning,USD,,pmt
46052,Lidl,4/25/2021,d,74.1,Supermaket shopping,USD,5200,pmt
46053,,4/26/2021,d,149.2,ATM withdrawal,USD,,wdw
46054,Generali,4/26/2021,d,45,Extended health insurance,USD,,pmt
46055,Wolt,4/27/2021,d,17.9,Food delivery,USD,5811,pmt
46056,Josh,4/27/2021,d,41.1,Allowance,USD,,pmt
46057,Blue moon spa,4/27/2021,d,21.5,Spa treatment,USD,8050,pmt
46058,A1 Telecom,4/28/2021,d,27.2,Internet bill,USD,,pmt
46059,T-Mobile,5/1/2021,d,15.5,Mobile phone bill,USD,,pmt
46060,Heating,5/1/2021,d,53.7,Utilities payment,USD,,pmt
46061,Lidl,5/1/2021,d,30.8,Supermaket shopping,USD,5499,pmt
46062,Wolt,5/1/2021,d,40.5,Food delivery,USD,5811,pmt
46063,Jill,5/1/2021,d,47.9,Allowance,USD,,pmt
46064,Raiffeisen Leasing,5/2/2021,d,450.9,Financial leasing,USD,7394,pmt
46065,Wolt,5/2/2021,d,32.1,Food delivery,USD,5811,pmt
46066,Hertz,5/2/2021,d,13.1,Taxi,USD,7519,pmt
46067,Hulu,5/3/2021,d,9.3,Hulu subscription,USD,,pmt
46068,Fit and Fun,5/3/2021,d,22.7,Gym membership,USD,,pmt
46069,Apple,5/4/2021,d,15.1,Spotify premium subscription,USD,5733,pmt
46070,Lidl,5/4/2021,d,38,Supermaket shopping,USD,5499,pmt
46071,Glovo,5/4/2021,d,15.5,Food delivery,USD,5811,pmt
46072,Sixt GmbH,5/4/2021,d,11.3,Taxi,USD,7519,pmt
46073,Sixt GmbH,5/4/2021,d,12.4,Car rent,USD,7519,pmt
46074,,5/5/2021,d,190.3,ATM withdrawal,USD,,wdw
46075,City parkings,5/5/2021,d,2.8,Parking fee,USD,7523,pmt
46076,A1 Telecom,5/5/2021,d,29.5,Internet bill,USD,,pmt
46077,Glovo,5/5/2021,d,18.6,Food delivery,USD,5811,pmt
46078,,5/6/2021,d,153.3,ATM withdrawal,USD,,wdw
46079,Comcast,5/6/2021,d,10.3,Television bill,USD,,pmt
46080,Bank of America,5/6/2021,d,7.6,Online banking fee,USD,,fee
46081,Wolt,5/6/2021,d,47.2,Food delivery,USD,5811,pmt
46082,Asseco,5/6/2021,c,"2,446.90",Salary,USD,,sal
46083,Wolt,5/7/2021,d,48.8,Food delivery,USD,5811,pmt
46084,Wolt,5/7/2021,d,16.9,Food delivery,USD,5811,pmt
46085,Lending Club,5/7/2021,d,64,Loan Payment,USD,,pmt
46086,MetLife,5/8/2021,d,200.4,Life insurance premium,USD,6300,pmt
46087,Lidl,5/8/2021,d,40.1,Supermaket shopping,USD,5499,pmt
46088,Wolt,5/8/2021,d,33.9,Food delivery,USD,5811,pmt
46089,,5/9/2021,d,241.1,ATM withdrawal,USD,,wdw
46090,Bank of America,5/9/2021,d,5,Revolut Silver subscription,USD,,fee
46091,Orange,5/10/2021,d,34.6,Internet bill,USD,,pmt
46092,Claire Stevens,5/10/2021,c,300.4,Monthly rent,USD,,dep
46093,Heating,5/11/2021,d,50.9,Utilities payment,USD,,pmt
46094,Electro distribution,5/11/2021,d,46,Utilities payment,USD,,pmt
46095,Wolt,5/11/2021,d,28.9,Food delivery,USD,5811,pmt
46096,Wolt,5/11/2021,d,46.3,Food delivery,USD,5811,pmt
46097,Coinbase,5/11/2021,c,645.6,Cryptocurrency sales,USD,,dep
46098,Glovo,5/12/2021,d,33.5,Food delivery,USD,5811,pmt
46099,Swimming pool Activa,5/12/2021,d,15.2,Daily pool ticket,USD,5655,pmt
46100,Coinbase,5/12/2021,c,724.2,Project based fee,USD,,dep
46101,A1 Telecom,5/13/2021,d,33.2,Internet bill,USD,,pmt
46102,Hulu,5/13/2021,d,8.6,Netflix subscription,USD,,pmt
46103,Glovo,5/13/2021,d,50.1,Food delivery,USD,5811,pmt
46104,Pet hotel Happy Dog,5/13/2021,d,100.5,Monthly stay,USD,5995,pmt
46105,Wolt,5/15/2021,d,17.6,Food delivery,USD,5811,pmt
46106,Lidl,5/15/2021,d,77.3,Supermaket shopping,USD,5200,pmt
46107,Lidl,5/15/2021,d,90,Supermaket shopping,USD,5200,pmt
46108,PersonalLoans,5/15/2021,d,7,Charge pay,USD,,fee
46109,Bank of America,5/16/2021,d,5,Online banking fee,USD,,fee
46110,Delhaize,5/16/2021,d,39.9,Supermaket shopping,USD,5499,pmt
46111,Lidl,5/16/2021,d,30.1,Supermaket shopping,USD,5499,pmt
46112,Delhaize,5/16/2021,d,83.9,Supermaket shopping,USD,5200,pmt
46113,Volvo service,5/17/2021,d,225,Regular service,USD,7538,pmt
46114,Wolt,5/17/2021,d,46.6,Food delivery,USD,5811,pmt
46115,Medilife,5/17/2021,d,48.5,Specialist,USD,8011,pmt
46116,Revolut,5/17/2021,c,273.3,Interest,USD,,dep
46117,Adobe,5/17/2021,d,15.2,Games,USD,5045,pmt
46118,Wolt,5/18/2021,d,29.2,Food delivery,USD,5811,pmt
46119,Glovo,5/18/2021,d,20.3,Food delivery,USD,5811,pmt
46120,Glovo,5/18/2021,d,25.4,Food delivery,USD,5811,pmt
46121,Orange,5/19/2021,d,5.7,Phone bill,USD,,pmt
46122,A1 Telecom,5/19/2021,d,13.2,Mobile phone bill,USD,,pmt
46123,Book depository,5/19/2021,d,121.6,Books,USD,,pmt
46124,Lidl,5/19/2021,d,31.5,Supermaket shopping,USD,5499,pmt
46125,Glovo,5/19/2021,d,45.2,Food delivery,USD,5811,pmt
46126,Glovo,5/19/2021,d,36.9,Food delivery,USD,5811,pmt
46127,Glovo,5/19/2021,d,45.1,Food delivery,USD,5811,pmt
46128,Fit and Fun,5/19/2021,d,21.8,Personal trainer,USD,,pmt
46129,Pet hotel Happy Dog,5/19/2021,d,100.9,Monthly stay,USD,5995,pmt
46130,Tele9,5/20/2021,d,14.5,Television bill,USD,,pmt
46131,Faculty of contemporary arts,5/20/2021,d,186.5,Tuition,USD,8299,pmt
46132,Delhaize,5/20/2021,d,34.3,Supermaket shopping,USD,5499,pmt
46133,Wolt,5/20/2021,d,21.6,Food delivery,USD,5811,pmt
